County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Median Age,lon,lat,Adult.obesity,Diabetes,Uninsured,Unemployment
Lincoln County, Montana,14.3,85.7,16.4,3.8,71.85,19035.62064,94.3,0.25,0.95,0.25,2.1,2.15,42.5,13.7,19192,13,17.65,0.427,25.85,28.95,18.35,21.15,2.8,15.75,12.9,48.4,-115.4043432,48.5422316,0.262,0.095,0.254,0.135
Madison County, Montana,5.4,94.6,33.8,9.6,72.85,22243.27905,95.65,0.25,0.4,0.55,0.9,2.25,24.4,8.65,7502,29.9,12.35,0.507,17.25,39.95,16.1,17.85,5.8,14.55,5.8,48.7,-111.9173279,45.3192879,0.227,0.077,0.262,0.06
McCone County, Montana,9,91,18.6,3.5,74.05,22797.12476,97,0.1,0.8,0.05,1.7,0.35,10.65,11.2,1740,25.6,9.2,0.391,10.95,49.6,15.35,16.15,2.6,10.3,6,46.4,-105.757222,47.6296277,0.25,0.079,0.246,0.031
Meagher County, Montana,17.7,82.3,15.8,2.7,77.05,17590.78921,96.5,0.05,0.1,0.15,0.8,2.4,36.45,14.95,1759,71.3,17.95,0.452,20.3,29.25,27.8,12.3,9.35,11.8,9.45,43.2,-110.9217812,46.5857058,0.256,0.088,0.276,0.061
Mineral County, Montana,17,83,13.6,3.5,69.45,19471.86603,93.35,0.1,2.35,0.9,1.4,1.85,26.35,4.1,4060,28.4,18,0.381,32.2,24.1,21.55,24.3,3.25,13.75,12.95,47.8,-115.0645501,47.1552126,0.297,0.093,0.257,0.101
Missoula County, Montana,7.4,92.6,38.4,14.1,74.9,21235.87143,91.15,0.5,2.3,1.1,2.35,2.55,17.25,8.6,107468,35.2,17.75,0.47,15.75,35.1,19.9,27.1,0.75,8.3,8.8,33.9,-113.8926807,47.0272626,0.205,0.048,0.215,0.059
Musselshell County, Montana,13.7,86.3,13.4,7.5,72.05,21459.67556,95.8,0.1,0.65,0.1,0.8,2.55,61.3,8.95,4475,28.1,17.8,0.432,32.75,25.25,17.45,20,3.45,19.75,14.15,49.5,-108.4369821,46.5056647,0.24,0.086,0.24,0.053
Park County, Montana,10.6,89.4,31.4,7.6,82.45,23856.09492,94.75,0.05,0.7,0.25,1.85,2.4,16.45,10.55,15785,58.6,13.3,0.456,19.25,28.5,19.35,22.15,4.2,14,11.75,44.6,-110.5327983,45.4219048,0.227,0.063,0.222,0.064
Petroleum County, Montana,7.8,92.2,13.8,1.1,85.55,24485.13905,96.15,0.7,0,0,1.85,1.3,37.15,13.75,503,0,15.65,0.398,25.75,46.95,4.45,12.35,16.8,10.85,8.55,41.6,-108.2265753,47.1419168,0.244,0.09,0.276,0.051
Phillips County, Montana,11.8,88.2,15.8,3.8,86.9,25471.96826,86,0,7.95,0.3,4,1.8,23.4,3.85,4106,58.9,14.65,0.479,25.25,36.3,16.2,20.7,6.8,11.35,8.55,47.6,-107.9288331,48.2501547,0.266,0.085,0.286,0.057
Pondera County, Montana,13.4,86.6,19.3,5,73.85,19880.48953,81.1,0.4,15.4,0.1,1.55,1.35,45.8,10.9,6031,38.3,22.55,0.45,34.6,36.25,20.2,19.5,3,10.15,10.9,42.5,-112.2199279,48.2303122,0.29,0.09,0.258,0.056
Powder River County, Montana,8.1,91.9,16.1,4.5,83.1,18627.46953,95.2,0.05,1.25,0.1,2.1,1.4,24.15,12.2,1705,42.9,12.05,0.477,14.05,44.45,14.15,16.85,6.7,10.2,7.65,46,-105.5552589,45.4088904,0.251,0.086,0.277,0.04
Powell County, Montana,11,89,18.7,5.1,72.85,17648.44349,90.45,0.85,3.75,0.45,2.25,2.2,37.9,12.95,7042,43.4,15.05,0.398,29.5,30,27.5,15.45,4.45,8.05,14.5,44.5,-112.9310998,46.8442254,0.252,0.079,0.223,0.078
Ravalli County, Montana,9.3,90.7,25,7.1,75.7,20447.58794,94.25,0.1,0.95,0.45,1.45,2.8,32.2,6.6,40136,56.7,14.8,0.453,23.9,31.45,17.15,24.1,2.2,13.75,11.4,45.1,-114.1190647,46.0792979,0.209,0.067,0.228,0.08
Richland County, Montana,15.1,84.9,16.6,3.9,69.25,23804.11016,93.45,0.05,1.5,0.2,1.7,3.1,13.3,13.85,9437,51.9,14.85,0.432,21.05,27.35,14.5,20.95,2.05,15.75,19.45,42.3,-104.5633871,47.7855132,0.309,0.069,0.201,0.027
Roosevelt County, Montana,10.9,89.1,17.3,4.7,74.3,27894.54699,36,0.05,53.55,0.4,8.9,1.1,34.95,11.9,10328,51,23.2,0.427,30.65,36.15,21.75,23.35,1.8,10.15,6.8,32,-104.9951698,48.2827471,0.358,0.133,0.264,0.074
Rosebud County, Montana,11.5,88.5,17.6,5.6,75.85,26069.58699,59.65,0.4,33.65,0.45,2.35,3.5,33.3,21.65,9192,47.6,20.8,0.407,27.55,30.25,19.65,18.65,3.05,16.45,11.95,37.3,-106.7019526,46.1617341,0.327,0.101,0.242,0.072
Sanders County, Montana,13.4,86.6,15.6,3.3,74.3,19190.30889,90.55,0.2,4.65,0.3,2.25,2,45.85,12.55,11181,37,21.9,0.422,34.7,27.5,20.9,21.2,2.65,13.6,14.2,48.8,-115.1802247,47.7564686,0.266,0.104,0.299,0.132
Sheridan County, Montana,14.7,85.3,15.7,3.8,77.1,20247.95651,93.75,0.1,1.75,0.3,2.8,1.25,4.75,12.55,3476,17.9,14.35,0.45,8.25,30.1,18.85,20.65,4.15,15.5,10.75,50,-104.5339129,48.7055228,0.275,0.091,0.212,0.03
Silver Bow County, Montana,8.8,91.2,22.9,7.4,79.35,22586.06603,92.3,0.25,1.7,0.55,1.65,3.55,31.8,9.55,33470,52.6,16.8,0.413,21.1,29.85,22.55,25.55,0.4,11.35,10.3,41.8,-112.6602218,45.895959,0.274,0.088,0.193,0.058
Stillwater County, Montana,8,92,22.3,6.1,75.65,27138.89016,94.9,0.3,0.5,0.35,1.3,2.65,24.35,6.05,8845,37.6,9.2,0.388,17.35,29.55,16,18.85,3.3,19.4,12.9,45,-109.3917515,45.6634955,0.252,0.083,0.162,0.049
Sweet Grass County, Montana,7.2,92.8,28.8,5.6,81.2,23097.58826,94.85,0.05,0.6,0.3,1.9,2.3,22,8.35,3663,33.9,13.3,0.415,21.15,31.05,18.85,15.75,3.85,20.35,10,45.4,-109.9413124,45.8130601,0.218,0.08,0.211,0.028
Teton County, Montana,14.4,85.6,22.9,4.6,70.25,21636.75207,95.3,0.1,1.8,0.05,1.2,1.55,17.7,12.25,6102,19.6,12.9,0.432,14.55,36.8,15.15,24.5,5.8,11.1,6.6,45.3,-112.2817249,47.8190352,0.242,0.084,0.24,0.048
Toole County, Montana,12.6,87.4,17.4,5,70.9,22641.68318,92.35,0.6,3.55,0.25,0.95,2.25,35.15,9.1,5217,57.4,15.4,0.434,23.3,35.15,20.65,20.95,1.95,10.35,10.95,41.9,-111.7334927,48.6450515,0.287,0.083,0.22,0.043
Treasure County, Montana,12.8,87.2,20.9,4.9,69.75,23426.57937,93,0,0.4,0.55,2.4,3.65,12.55,5.15,815,0,8.1,0.38,14.05,36.3,11.95,17.1,12.6,15.65,6.4,45.4,-107.2804935,46.209636,0.248,0.087,0.246,0.047
Valley County, Montana,12.7,87.3,16.9,3.2,75.8,24059.4473,86,0.4,9.6,0.25,2.6,1.1,6.6,11.45,7128,26.9,11.6,0.417,19.95,32.8,23.15,20.1,2.6,8.75,12.65,45.1,-106.687883,48.3657129,0.274,0.103,0.242,0.044
Wheatland County, Montana,18.2,81.8,16.4,4.5,51.95,20289.72159,95.6,0.15,1.8,0.25,1.45,0.75,0,28.25,2093,20.8,14.8,0.45,24.2,33.9,10.55,12.45,18,18.35,6.7,51.1,-109.8571467,46.4970466,0.245,0.082,0.264,0.048
Wibaux County, Montana,24.9,75.1,15.9,2.9,72.85,20281.98921,95.15,0.4,1.6,0.25,1.25,1.4,35.4,15.2,969,0,15.55,0.417,27.45,36,28.45,8.4,3.3,10.6,13.25,48.4,-104.2744656,46.9628656,0.283,0.095,0.249,0.028
Yellowstone County, Montana,8.6,91.4,29,8,72.85,25968.38095,87.8,0.75,3.6,0.75,2.2,4.9,18.95,7.55,144204,40.9,11.25,0.429,15.6,31.55,17.8,27.85,0.45,10.7,11.65,38.3,-108.2766564,45.9369867,0.271,0.085,0.196,0.044
Adams County, Nebraska,10.9,89.1,21.5,7.8,75.25,23342.56445,88.85,0.65,0.4,1.8,0.8,7.5,18.35,10.2,32194,39.7,13.4,0.44,16.7,29.2,17.8,23.25,1.65,10.35,17.7,37.5,-98.5000441,40.5206322,0.289,0.08,0.139,0.036
Antelope County, Nebraska,10.2,89.8,16.5,4.5,72.9,21628.01873,96.8,0.2,0.2,0.15,0.55,2.1,27.6,8.6,6707,47.1,11.9,0.424,15.8,35.85,12.35,24.05,7.95,7.65,12.25,45.2,-98.0580367,42.1832253,0.281,0.113,0.155,0.029
Arthur County, Nebraska,7,93,17.9,4.6,78.65,20389.81524,96.75,0,0.2,0.1,0.35,2.6,22.2,7.5,412,75,6.3,0.341,3.9,47.7,4.95,6.7,27.5,6.5,6.7,39.4,-101.697045,41.5708557,0.293,0.097,0.175,0.057
Banner County, Nebraska,5.9,94.1,25.1,8.7,76.85,20294.63842,94.4,0,0.3,0,1.1,4.2,47.4,5.95,757,25,16.8,0.496,24.65,46.75,11.2,17.7,11.95,2.45,9.95,46.4,-103.7262626,41.5397495,0.331,0.11,0.19,0.043
Blaine County, Nebraska,4.3,95.7,19.8,3.1,63.15,18840.01588,98.2,0.1,0,0,1.7,0,7.15,2.85,474,42.9,10,0.337,19.8,43.75,11.65,9.2,15.3,9.2,10.9,48.4,-99.990771,41.9252304,0.313,0.091,0.232,0.049
Boone County, Nebraska,8.2,91.8,15.8,4.9,74,22742.89175,98.6,0.2,0.1,0.15,0.1,0.85,7.25,13.65,5518,25.6,7,0.429,4.35,33.95,18.9,17.15,6.7,10.35,13,45,-98.0667935,41.7054004,0.279,0.093,0.123,0.026
Box Butte County, Nebraska,10.9,89.1,19.5,3.8,71.45,25854.4781,84.25,0.45,2.75,0.45,1.95,10.15,30.35,14.45,11169,63.9,13.2,0.407,24.15,29.3,14.55,17.55,2.35,12.1,24.15,40.9,-103.087821,42.2156652,0.322,0.102,0.126,0.043
Boyd County, Nebraska,10.3,89.7,13.2,2.3,66.8,19467.09461,97.15,0,0.5,0.4,0.35,1.55,13.85,10.95,2109,23.3,8.7,0.391,13.35,39.95,16.4,16.1,7.5,8.95,11.1,47,-98.7730221,42.8944477,0.309,0.09,0.187,0.035
Brown County, Nebraska,11.7,88.3,16.8,4.3,74.95,19773.00572,98,0.1,0.25,0.2,1,0.45,22.55,22.5,3161,56.5,19.45,0.443,17,28.45,17.8,20,7.5,11.8,14.45,48.1,-99.9231761,42.3493903,0.317,0.114,0.183,0.03
Buffalo County, Nebraska,7.9,92.1,32,9.5,74.9,23072.49524,90.4,0.8,0.2,1.05,1,6.5,21.6,8.75,45489,41.9,14.5,0.42,15.3,31.6,18.85,24.7,1.55,8.95,14.35,32,-99.0749833,40.855226,0.301,0.071,0.125,0.03
Burt County, Nebraska,9.6,90.4,18.3,4.9,80.75,26573.08476,95.4,0.3,1.45,0.2,0.85,1.75,8.1,10.25,6952,45.1,9.4,0.414,6.7,34.3,16.95,22.4,3.55,10.05,12.75,45.9,-96.3377462,41.8541794,0.314,0.11,0.147,0.043
Butler County, Nebraska,8.8,91.2,15.7,4.3,82.95,27317.04095,96.45,0.25,0.05,0.2,0.4,2.7,10.6,10.35,8405,55.7,9.25,0.357,12.35,30.05,13.75,18.25,2.9,11.3,23.7,44,-97.1320395,41.2260724,0.278,0.079,0.105,0.031
Cass County, Nebraska,6.2,93.8,23.5,7.3,81.95,32174.18953,95.5,0.35,0.25,0.4,1.15,2.25,5.55,6.45,25368,51.6,4.9,0.367,5.05,32.7,15.7,24.95,1.05,12.5,13.1,40.7,-96.1406086,40.9098778,0.318,0.092,0.1,0.046
Cedar County, Nebraska,10.5,89.5,15.1,4,83.5,23354.11556,98.05,0.05,0.2,0.1,0.6,1,10.15,14.2,8717,43.3,10.3,0.434,10.05,33.2,14.9,21.3,5.2,10.25,15.15,43.3,-97.2568241,42.6045112,0.281,0.093,0.144,0.027
Chase County, Nebraska,10.8,89.2,14.6,2.7,76.4,22900.38254,91.25,0.05,0.2,0.05,0.3,8.15,32.45,10.5,3834,73.3,12.75,0.439,20.4,32.35,11.2,26.3,6.3,11.1,12.8,44.8,-101.6941918,40.5303903,0.267,0.092,0.172,0.025
Cherry County, Nebraska,10.5,89.5,22.6,5.5,73.25,22634.97397,91,0.15,4.5,0.3,3,1.05,6.05,16.9,5697,28,8.15,0.418,5.45,41,15.55,20.55,7.6,8.85,6.45,43.9,-101.072622,42.5669845,0.27,0.081,0.18,0.026
Cheyenne County, Nebraska,6.5,93.5,27.1,7.1,77.3,29217.26095,91.5,0.1,0.6,1.3,0.7,5.8,14.75,9.4,9913,56.1,10.2,0.405,11.45,35.15,12,32.75,2.2,6.6,11.25,41.3,-103.0119289,41.2142358,0.284,0.085,0.109,0.031
Clay County, Nebraska,10.3,89.7,16.4,5.3,76.95,23969.52,92.35,0.15,0.6,0.15,0.45,6.25,18.9,6.4,6438,60.1,9.75,0.399,10.55,31.65,16.55,22.05,4.75,11.8,13.2,43.1,-98.0510501,40.5236688,0.347,0.107,0.142,0.037
Colfax County, Nebraska,26.8,73.2,12.7,3.6,69.85,25018.11588,59.7,0.25,0.2,0.15,0.55,39.15,17.05,12.65,10307,16.7,11,0.412,10.2,21.2,11.7,14.65,4.05,10.35,38.1,35.3,-97.0894549,41.5746753,0.339,0.079,0.212,0.034
Cuming County, Nebraska,13.6,86.4,15.7,4,79.85,25088.39334,90.3,0.05,0.25,0.25,0.65,8.55,13.95,7.8,9234,33.9,12.1,0.426,19.25,35.2,12.9,20.55,6.9,9.05,15.4,43.4,-96.7885168,41.9158651,0.298,0.08,0.157,0.028
Custer County, Nebraska,9.3,90.7,18,4.8,75.6,23220.66032,96.9,0.2,0.3,0.1,0.85,1.65,8.55,11.55,10916,22,10,0.408,10.7,34.7,12.65,21.35,5.9,10.55,14.85,44.7,-99.7268662,41.3938927,0.317,0.096,0.153,0.027
Dakota County, Nebraska,25.7,74.3,10.8,3.6,70,23979.00191,58.6,1.6,2.15,4.1,0.95,32.65,33.25,8.85,20650,19.5,15,0.395,22.5,18.95,16.75,25.2,2.35,9.65,27.05,33,-96.5625485,42.3904564,0.337,0.096,0.196,0.062
Dawes County, Nebraska,8.6,91.4,36.5,12.4,75.75,11114.03524,88.8,1.7,3.75,0.7,1.85,3.15,33.5,9.95,8959,49.4,25.05,0.443,22.55,27.95,21.05,27.65,3.7,9.75,9.95,32.9,-103.1348721,42.7112144,0.298,0.086,0.175,0.039
Dawson County, Nebraska,24.5,75.5,14.7,3.7,73.8,24078.15207,64.5,1.9,0.4,0.6,0.9,31.7,25.6,9.2,24557,35.5,14.6,0.403,24.55,21.65,15.1,18.5,3.3,10.65,30.8,36,-99.8151537,40.8673784,0.322,0.094,0.2,0.045
Deuel County, Nebraska,9.6,90.4,18.2,5,75.75,21842.19334,93.3,0.1,0.15,0.15,1.6,4.8,35.2,7.35,1964,15.4,14.05,0.458,18.65,24.35,15.05,27.15,7.4,10.35,15.7,49.3,-102.3326036,41.1129878,0.275,0.102,0.157,0.029
Dixon County, Nebraska,14.2,85.8,13,3.6,82.5,24876.07492,89.2,0.15,0.4,0.1,0.55,9.6,18.4,10.3,6112,51.4,10.25,0.376,14.35,28.45,18.75,20.35,3.75,10.4,18.4,40.1,-96.8558616,42.4852801,0.325,0.084,0.153,0.043
Dodge County, Nebraska,15.2,84.8,17.3,5.3,77.3,24427.09619,89.2,0.5,0.3,0.55,1,8.45,23.95,7.9,36232,39.6,12.6,0.409,17.6,25.6,16.15,27.2,1.45,9.85,19.85,40.1,-96.6458526,41.5770082,0.298,0.089,0.145,0.042
Douglas County, Nebraska,10,90,35.8,12,77.95,29441.92191,73.25,11.15,0.4,2.45,2.4,10.35,19.95,8.4,507524,47,13,0.461,17.6,38.1,16.35,27.2,0.3,7.4,10.65,33.6,-96.1540664,41.2970908,0.284,0.084,0.137,0.045
Dundy County, Nebraska,8.3,91.7,25.9,7,84.15,26979.66667,93.55,0.15,0.3,0.05,0.75,5.15,12.6,9.45,1973,10.3,10.05,0.462,16.6,50.4,10.35,15.3,5.45,9.55,8.95,48.9,-101.6811327,40.180165,0.301,0.101,0.171,0.03
Fillmore County, Nebraska,8.2,91.8,17.6,4.5,79.2,24599.60222,94.95,1,0.45,0.1,0.6,2.85,12.95,9.6,5970,65.8,11,0.387,9.4,34.65,15.55,20.45,4.2,8.6,16.55,45.4,-97.5967053,40.5250399,0.292,0.091,0.132,0.033
Franklin County, Nebraska,11.8,88.2,16.3,4.8,81.05,22442.22127,98.1,0,0.5,0.1,0.55,0.7,23.9,12.45,3206,67.9,16.05,0.408,26.8,32.6,16.3,21.5,5.8,11.05,12.8,47.9,-98.96208,40.1832031,0.317,0.101,0.15,0.032
Frontier County, Nebraska,6.5,93.5,19.8,5.7,72.55,23526.09524,96.7,0,0.15,0.05,1.65,1.45,18.15,4.95,2699,47.5,11.2,0.4,16.4,36.05,16.2,20.65,7.5,6.65,13.05,43,-100.4066834,40.5309469,0.319,0.088,0.15,0.029
Furnas County, Nebraska,13.5,86.5,16.3,4.3,77.65,23916.41334,96.15,0.1,0.7,0.2,0.65,2.25,37.5,9.25,4820,35.9,14.3,0.429,25.2,31.75,20.8,19.5,4.85,10.35,12.7,46.8,-99.9096609,40.1919912,0.322,0.11,0.153,0.035
Gage County, Nebraska,9.9,90.1,19.1,5.7,76.65,25908.61302,96.1,0.25,0.45,0.4,1.3,1.55,18.95,11.15,22623,37.4,12.45,0.396,16.55,29.45,20.2,20.35,1.3,9.65,19,42.8,-96.6834528,40.2552337,0.34,0.107,0.113,0.046
Garden County, Nebraska,11.2,88.8,20.2,3.4,76.3,19387.14032,95.05,0.1,0.45,0.35,0.8,3.25,38.1,7.85,1956,52.3,13.9,0.386,16.1,37,16,25.9,5.1,9.4,6.6,51.3,-102.328229,41.6593814,0.263,0.099,0.166,0.036
Garfield County, Nebraska,10.7,89.3,13.8,4.1,86.95,19211.16286,98.05,0.05,0.05,0.05,0.2,1.55,33.65,9.2,1975,56.5,11.55,0.369,17.3,32.05,14.9,22.85,3.15,13.35,13.7,47.3,-98.9229984,41.9055715,0.276,0.099,0.208,0.032
Gosper County, Nebraska,5.6,94.4,16.4,3.9,83.85,21871.79873,96.1,0.3,0.2,0.1,0.85,2.5,6.65,8.5,1988,91.7,11.1,0.453,12.1,31.55,13.75,26.8,5.1,10.05,12.85,45.4,-99.8240783,40.5098384,0.295,0.099,0.126,0.028
Grant County, Nebraska,4.9,95.1,17.3,3.8,68.2,19819.76191,98.35,0,0.1,0.1,0.75,0.7,33.65,4.3,611,37.5,18,0.386,29.45,43.15,7.8,14.6,17.8,7.65,9,46.6,-101.7568746,41.9158667,0.284,0.087,0.165,0.037
Greeley County, Nebraska,9.7,90.3,12.5,4.6,77.7,22273.03873,96.85,0.75,0.1,0.05,1.1,1.15,20.85,11.85,2441,38.3,13.15,0.387,20.5,39.05,17.9,15.3,5.9,9.6,12.15,42.3,-98.5305656,41.5675996,0.332,0.093,0.173,0.036
Hall County, Nebraska,17.4,82.6,16.3,5.3,71.95,25132.91429,74.75,1.4,0.4,1.05,1,21.4,23.45,8.3,57138,34.5,11.25,0.414,15.45,24.8,17.15,26.65,1.55,9.55,20.3,35.7,-98.4980036,40.8660232,0.312,0.087,0.174,0.038
Hamilton County, Nebraska,5.7,94.3,21.8,5.4,78.1,25720.83905,97.1,0.15,0.05,0.2,0.65,1.8,11.8,8.2,9213,27.7,8.05,0.37,12.1,32.5,15,24.3,1.6,10,16.6,41.7,-98.0219432,40.8771451,0.299,0.083,0.103,0.028
Harlan County, Nebraska,9.4,90.6,16.9,4.5,76.45,22591.98127,97.8,0,0.5,0.1,0.35,1.2,29.55,7.95,3386,32,11.15,0.433,18.65,40.65,15.6,18.3,4.6,12.25,8.6,48,-99.4034177,40.1787663,0.293,0.094,0.149,0.032
Hayes County, Nebraska,13.5,86.5,16.6,2.6,67.5,21773.47524,94.95,0,0.05,0.75,0.1,4.15,16.85,6.05,1005,62.1,8.75,0.372,11.05,35.95,6.35,22.5,11.2,15.35,8.55,46.4,-101.0555802,40.5357859,0.277,0.091,0.22,0.034
Hitchcock County, Nebraska,12,88,13.7,3.1,73.6,19779.84095,96.85,0.25,0.3,0.1,0.7,1.8,22.75,7.95,2883,14.6,12.95,0.396,20.9,29.85,15.1,21.9,3.05,13.85,16.25,48.3,-101.044217,40.1768964,0.338,0.095,0.168,0.036
Holt County, Nebraska,11.8,88.2,16.1,4.6,73.7,23035.34921,96.6,0.2,0.35,0.2,0.4,2.3,9.15,11.35,10346,25.9,9.05,0.406,10.3,34.1,16.3,20.75,8.5,7.9,12.5,45.4,-98.7847662,42.4592867,0.303,0.095,0.149,0.029
Hooker County, Nebraska,5.1,94.9,22.1,4.5,75.85,21511.24413,99,0,0.25,0,0.2,0.55,0,12.35,698,57.1,8.45,0.396,11.1,38,16.05,12.5,13.75,12.6,7.1,51.4,-101.1168102,41.9187,0.316,0.105,0.171,0.042
Howard County, Nebraska,9.1,90.9,13.9,4.2,83.6,25070.57715,96.95,0.3,0.2,0.2,0.65,1.65,14.25,10.9,6366,48.5,11.3,0.391,15.05,29.9,13.1,24.3,3.3,11.05,18.35,42.6,-98.5133031,41.2194026,0.315,0.092,0.134,0.033
Jefferson County, Nebraska,10.3,89.7,14.7,5.3,84.7,22059.79969,96.35,0.1,0.5,0.1,0.7,2.2,28.6,14.05,7524,68.7,12.3,0.408,19.95,29.75,19.8,24.15,1.75,8.3,16.2,46.1,-97.1431027,40.1757356,0.322,0.097,0.132,0.036
Johnson County, Nebraska,17.7,82.3,11.8,3.7,69.35,26368.38095,82.85,5.5,1.35,1.7,0.4,8.25,22.65,11.5,5160,40.4,13.2,0.373,16.2,23.3,20.1,18.95,3.6,16.3,17.7,43.1,-96.2685622,40.3954568,0.3,0.089,0.149,0.037
Kearney County, Nebraska,7.3,92.7,25,7.2,76.9,28948.26508,95.3,0.2,0.1,0.4,0.5,3.6,16.45,6.45,6519,43.5,9.2,0.403,13.7,33.55,16.4,19.85,2.5,9.35,18.25,42.5,-98.9484608,40.5062692,0.294,0.074,0.11,0.029
Keith County, Nebraska,12,88,19.5,5.7,68.3,25215.04032,91.25,0.2,0.35,0.45,2.45,5.4,11.25,6.55,8151,27.5,9.45,0.426,10.25,31.9,14.7,24.85,3.35,12.2,13,46,-101.6444736,41.1944042,0.284,0.087,0.157,0.035
Keya Paha County, Nebraska,9,91,14,2.9,67,22097.54381,96.65,0,0.05,0.05,0.5,2.75,26.5,26.6,843,0,21.2,0.417,35.95,51.05,16.1,10.1,11.4,8.65,2.7,53.9,-99.7183514,42.8754803,0.271,0.103,0.211,0.044
Kimball County, Nebraska,12.4,87.6,19.8,7.1,75.95,24781.32826,91.8,0.1,0.9,0.45,1.25,5.55,16.9,8.85,3732,39.6,10.7,0.384,15.15,32.1,13.45,21.35,1.85,10.85,20.35,45.7,-103.7111054,41.199155,0.314,0.101,0.163,0.035
Knox County, Nebraska,11.8,88.2,17.5,5.1,78.7,21901.28572,88.7,0.25,7.95,0.2,1.35,1.65,19.3,14.35,8633,43.9,14.35,0.414,19.9,35.6,18.3,19.8,5.85,8.3,12.15,45.8,-97.8913492,42.6344045,0.279,0.089,0.182,0.032
Lancaster County, Nebraska,6.9,93.1,35.3,11.5,78.15,25912.66508,85.5,3.3,0.55,3.3,2.1,5.25,18.7,6.75,279919,42,13.5,0.434,15.45,37.6,16.6,26.15,0.3,7.95,11.45,32.4,-96.6886584,40.7835474,0.267,0.07,0.12,0.036
Lincoln County, Nebraska,8,92,19,5.7,75.9,27319.79238,90.7,0.65,0.3,0.55,1.1,6.65,15.3,7.5,35884,37.8,9.8,0.433,11.7,27.95,15.75,24.35,1.8,11.45,18.7,39.1,-100.7444808,41.0503221,0.324,0.09,0.116,0.034
Logan County, Nebraska,3,97,18.8,1.2,60.05,27658.57143,95.65,0.05,2.35,0.05,0.7,1.2,0,10,741,13.3,5.25,0.314,0.7,35,12.7,17.1,10.55,14.55,10.1,45.1,-100.4436647,41.5421555,0.288,0.082,0.177,0.021
Loup County, Nebraska,7.4,92.6,10,3,88.55,19833.82857,98.45,0.1,0.45,0,0,1.05,9.85,10.1,591,100,15,0.392,32.75,38.3,8.2,13.65,20.8,5.4,13.6,47,-99.5097643,41.8977143,0.3,0.107,0.169,0.032
Madison County, Nebraska,13.9,86.1,20,5.5,77.2,24901.17175,84,1.2,0.85,0.45,1.1,12.45,19.5,11,34801,49.4,11.95,0.42,14.95,26.9,16.75,23.55,2.3,10.15,20.4,36.8,-97.6068564,41.9099293,0.294,0.08,0.147,0.036
McPherson County, Nebraska,13.3,86.7,24.3,3.2,80.1,25931.09778,98.4,0.3,0,0,1.15,0.2,3.9,5.2,518,0,8,0.311,9.7,33.3,12.15,20.4,8.6,11.95,13.7,36.6,-101.0602369,41.5964727,0.282,0.094,0.163,0.031
Merrick County, Nebraska,9.7,90.3,13.5,5.1,75.9,25341.09461,95.25,0.35,0.2,0.4,1.25,2.6,27.2,4.25,7758,34.4,9,0.378,11.25,29.1,14.45,26.85,3.35,11.4,14.85,42.1,-98.0310505,41.1698005,0.331,0.1,0.134,0.035
Morrill County, Nebraska,13.9,86.1,21,5.2,76.3,23881.66159,85.4,0.1,0.5,0.25,0.9,12.85,29.5,10.25,5011,37,15.25,0.438,24.6,30.65,15.65,18.65,7.7,9.9,17.5,43.3,-102.9905986,41.7322051,0.293,0.114,0.154,0.029
Nance County, Nebraska,14.8,85.2,11.6,2.6,73.6,27542.57143,96.95,0.6,0.25,0.05,0.4,1.7,10.45,14.2,3643,37.3,10.6,0.412,8.8,36.4,12.8,16.6,5.25,10.8,18.2,44.7,-97.9914083,41.4023855,0.305,0.113,0.156,0.029
Nemaha County, Nebraska,10.4,89.6,23,6.5,80.65,25191.22699,95.75,0.75,0.3,0.55,0.75,1.85,16.3,11.75,7114,48.5,13.5,0.425,9.4,35.35,19.9,20.45,1.5,10.15,12.65,41.7,-95.8509538,40.3874479,0.345,0.089,0.126,0.054
Nuckolls County, Nebraska,9.5,90.5,12.4,3,77.95,19111.55683,96.5,0.55,0.1,0.5,1.1,1.3,49.15,5.25,4503,68.7,18.2,0.425,36.15,26.7,19.9,24.05,6.55,8.05,14.7,48.6,-98.0468422,40.1764918,0.295,0.095,0.145,0.035
Otoe County, Nebraska,12.2,87.8,21.5,5.7,77.45,26686.23619,93.1,0.2,0.25,0.25,1.15,4.95,19.8,12.75,15564,46.8,12.1,0.406,16.65,31.35,13.5,23.35,0.75,10.5,20.55,42.9,-96.1310274,40.6379916,0.345,0.101,0.118,0.042
Pawnee County, Nebraska,12,88,14.8,3.6,79.75,26377.96635,97.45,0.15,0.4,0.15,0.85,1,17.05,12.2,2727,63.2,12.05,0.382,14.25,30.25,20.4,18.75,1.85,9.3,19.45,48.6,-96.2452254,40.1378496,0.33,0.118,0.151,0.031
